concertID,name,date,hourStart,room,city,price,genre,artist
660,Daviles de Novelda,23-5-2023,01:00,Santiago de Compostela,Sala Capitol,10,Flamenco,Daviles de Novelda
661,Daviles de Novelda,24-4-2023,01:00,Valencia,Black Note Club,62,Flamenco,Daviles de Novelda
662,Daviles de Novelda,25-8-2023,16:00,Las Palmas de Gran Canaria,Gran Canaria Arena,68,Flamenco,Daviles de Novelda
663,Daviles de Novelda,9-6-2023,10:00,Leon,Espacio Vias,11,Flamenco,Daviles de Novelda
664,Daviles de Novelda,18-7-2023,11:00,Zaragoza,Auditorio de Zaragoza,29,Flamenco,Daviles de Novelda
665,Daviles de Novelda,27-11-2023,21:00,Leon,Plaza de Toros,16,Flamenco,Daviles de Novelda
666,Daviles de Novelda,23-2-2023,00:00,Madrid,Plaza de Toros de Las Ventas,58,Flamenco,Daviles de Novelda
667,Camela,6-9-2023,12:00,Santiago de Compostela,Sala Capitol,69,Flamenco,Camela
668,Camela,30-11-2023,11:00,Malaga,Palacio de Deportes Martín Carpena,61,Flamenco,Camela
669,Camela,1-11-2023,18:00,Sevilla,Noches de la Maestranza,25,Flamenco,Camela
670,Camela,17-10-2023,11:00,Murcia,Plaza de Toros,13,Flamenco,Camela
671,Camela,3-6-2023,20:00,Madrid,WiZink Center,0,Flamenco,Camela
672,Camela,2-6-2023,19:00,Fuengirola,Marenostrum Fuengirola,12,Flamenco,Camela
673,Camela,19-9-2023,02:00,Roquetas de Mar,Plaza de Toros,64,Flamenco,Camela
674,Camela,14-10-2023,01:00,Aviles,Pabellon de la Magdalena,5,Flamenco,Camela
675,Camela,23-11-2023,19:00,Mallorca,Trui Son Fusteret,26,Flamenco,Camela
676,Camela,9-2-2023,18:00,Valencia,Plaza de Toros,47,Flamenco,Camela
677,Camela,7-6-2023,11:00,Murcia,Plaza de Toros,3,Flamenco,Camela
678,Camela,5-5-2023,20:00,Pamplona,Navarra Arena,42,Flamenco,Camela
679,Camela,24-11-2023,12:00,Santa Cruz de Tenerife,Recinto Ferial,2,Flamenco,Camela
680,Camela,19-2-2023,17:00,Bilbao,Bilbao Miribilla,12,Flamenco,Camela
681,Camela,26-11-2023,18:00,Madrid,WiZink Center,3,Flamenco,Camela
682,Camela,8-6-2023,18:00,Mallorca,Trui Son Fusteret,40,Flamenco,Camela
683,Camela,14-6-2023,15:00,Barcelona,Palau Sant Jordi,8,Flamenco,Camela
684,Camela,15-6-2023,20:00,Valencia,Black Note Club,57,Flamenco,Camela
685,Camela,16-5-2023,01:00,Zaragoza,Auditorio de Zaragoza,57,Flamenco,Camela
686,Los chichos,13-12-2023,23:00,Santa Cruz de Tenerife,Recinto Ferial,34,Flamenco,Los chichos
687,Los chichos,28-7-2023,13:00,Fuengirola,Marenostrum Fuengirola,1,Flamenco,Los chichos
688,Los chichos,31-10-2023,14:00,Pamplona,Navarra Arena,19,Flamenco,Los chichos
689,Los chichos,13-4-2023,22:00,Sotogrande, Santa María Polo Club,15,Flamenco,Los chichos
690,Los chichos,7-12-2023,15:00,Las Palmas de Gran Canaria,Gran Canaria Arena,42,Flamenco,Los chichos
691,Los chichos,25-4-2023,01:00,Zaragoza,Auditorio de Zaragoza,5,Flamenco,Los chichos
692,Los chichos,8-9-2023,17:00,Pontevdra,Sala Karma,23,Flamenco,Los chichos
693,Los chichos,14-4-2023,23:00,Madrid,Civitas Metropolitano,37,Flamenco,Los chichos
694,Los chichos,12-8-2023,14:00,Zaragoza,Auditorio de Zaragoza,3,Flamenco,Los chichos
695,Los chichos,1-10-2023,18:00,Murcia,Plaza de Toros,31,Flamenco,Los chichos
696,Los chichos,23-9-2023,18:00,Madrid,WiZink Center,51,Flamenco,Los chichos
697,Los chichos,11-8-2023,00:00,Madrid,Plaza de Toros de Las Ventas,9,Flamenco,Los chichos
698,Los chichos,21-10-2023,20:00,A Coruña,Coliseum,18,Flamenco,Los chichos
699,Los chichos,16-7-2023,15:00,Madrid,Civitas Metropolitano,47,Flamenco,Los chichos
700,Los chichos,16-5-2023,15:00,Santiago de Compostela,Sala Capitol,24,Flamenco,Los chichos
701,Los chichos,22-3-2023,18:00,Mallorca,Trui Son Fusteret,18,Flamenco,Los chichos
702,Los chichos,24-10-2023,16:00,Barcelona,Palau Sant Jordi,2,Flamenco,Los chichos
703,Los chichos,26-7-2023,02:00,Cadiz,Muelle Ciudad,21,Flamenco,Los chichos
704,Los chichos,18-6-2023,13:00,Mallorca,Trui Son Fusteret,44,Flamenco,Los chichos
705,Los chunguitos,7-7-2023,12:00,Barcelona,Palau Sant Jordi,22,Flamenco,Los chunguitos
706,Los chunguitos,20-7-2023,18:00,Vigo,La Iguana Club,51,Flamenco,Los chunguitos
707,Los chunguitos,8-12-2023,12:00,Roquetas de Mar,Plaza de Toros,49,Flamenco,Los chunguitos
708,Los chunguitos,9-4-2023,13:00,Murcia,Plaza de Toros,52,Flamenco,Los chunguitos
709,Los chunguitos,10-5-2023,22:00,Burgos,Coliseum Burgos,12,Flamenco,Los chunguitos
710,Los chunguitos,8-7-2023,10:00,Santiago de Compostela,Sala Capitol,7,Flamenco,Los chunguitos
711,Los chunguitos,22-7-2023,15:00,Vigo,La Iguana Club,12,Flamenco,Los chunguitos
712,Los chunguitos,23-6-2023,16:00,Roquetas de Mar,Plaza de Toros,61,Flamenco,Los chunguitos
713,Los chunguitos,8-9-2023,01:00,Madrid,Civitas Metropolitano,60,Flamenco,Los chunguitos
714,Los chunguitos,10-6-2023,20:00,Madrid,WiZink Center,36,Flamenco,Los chunguitos
715,Los chunguitos,30-4-2023,10:00,Valencia,Plaza de Toros,0,Flamenco,Los chunguitos
716,Los chunguitos,26-8-2023,16:00,Aviles,Pabellon de la Magdalena,52,Flamenco,Los chunguitos
717,Los chunguitos,20-6-2023,15:00,Leon,Sala Studio 54,33,Flamenco,Los chunguitos
718,Los chunguitos,28-7-2023,22:00,Sevilla,Estadio La Cartuja,29,Flamenco,Los chunguitos
719,Los chunguitos,28-7-2023,01:00,Roquetas de Mar,Plaza de Toros,53,Flamenco,Los chunguitos
720,Los chunguitos,28-12-2023,11:00,Marbella,Auditorio Marbella Arena,21,Flamenco,Los chunguitos
721,Los chunguitos,12-9-2023,17:00,Sevilla,Noches de la Maestranza,24,Flamenco,Los chunguitos
722,Los chunguitos,29-7-2023,18:00,Aviles,Pabellon de la Magdalena,59,Flamenco,Los chunguitos
723,Los chunguitos,25-7-2023,17:00,Leon,Palacio de Congresos,1,Flamenco,Los chunguitos
724,Los Rebujitos,31-10-2023,23:00,Barcelona,Palau Sant Jordi,62,Flamenco,Los Rebujitos
725,Los Rebujitos,25-12-2023,16:00,Las Palmas de Gran Canaria,Gran Canaria Arena,53,Flamenco,Los Rebujitos
726,Los Rebujitos,11-4-2023,12:00,Madrid,Civitas Metropolitano,1,Flamenco,Los Rebujitos
727,Los Rebujitos,2-10-2023,22:00,Zaragoza,Estadio la Romareda,29,Flamenco,Los Rebujitos
728,Los Rebujitos,9-10-2023,02:00,Murcia,Plaza de Toros,59,Flamenco,Los Rebujitos
729,Los Rebujitos,23-2-2023,23:00,Aviles,Pabellon de la Magdalena,20,Flamenco,Los Rebujitos
730,Los Rebujitos,23-7-2023,00:00,Leon,Sala Studio 54,43,Flamenco,Los Rebujitos
731,Los Rebujitos,17-12-2023,13:00,Huelva,Estadio Iberoamericano,53,Flamenco,Los Rebujitos
732,Los Rebujitos,24-6-2023,00:00,Alicante,Palacio de Toros,26,Flamenco,Los Rebujitos
733,Los Rebujitos,2-9-2023,02:00,Sevilla,Estadio La Cartuja,30,Flamenco,Los Rebujitos
734,Los Rebujitos,4-4-2023,22:00,Valencia,Black Note Club,13,Flamenco,Los Rebujitos
735,Los Rebujitos,11-3-2023,10:00,Leganes,La cubierta de Leganes,31,Flamenco,Los Rebujitos
736,Los Rebujitos,10-2-2023,00:00,Marbella,Auditorio Marbella Arena,14,Flamenco,Los Rebujitos
737,Los Rebujitos,3-9-2023,14:00,Albacete,Estadio Jose Copete,43,Flamenco,Los Rebujitos
738,Los Rebujitos,2-7-2023,12:00,Leon,Plaza de Toros,57,Flamenco,Los Rebujitos
739,Los Rebujitos,19-8-2023,03:00,Cadiz,Muelle Ciudad,33,Flamenco,Los Rebujitos
740,Los Rebujitos,14-3-2023,14:00,Leon,Espacio Vias,11,Flamenco,Los Rebujitos
741,Los Rebujitos,6-5-2023,01:00,Leon,Plaza de Toros,62,Flamenco,Los Rebujitos
742,Los Rebujitos,24-12-2023,10:00,Mairena del Aljarafe,Centro Hipico,60,Flamenco,Los Rebujitos
743,Elena Vargas,3-4-2023,00:00,A Coruña,Coliseum,44,Flamenco,Elena Vargas
744,Elena Vargas,23-5-2023,23:00,Madrid,Civitas Metropolitano,48,Flamenco,Elena Vargas
745,Elena Vargas,24-5-2023,22:00,Santiago de Compostela,Sala Capitol,25,Flamenco,Elena Vargas
746,Elena Vargas,20-7-2023,23:00,Barcelona,Palau Sant Jordi,38,Flamenco,Elena Vargas
747,Elena Vargas,9-12-2023,02:00,Sevilla,Estadio La Cartuja,0,Flamenco,Elena Vargas
748,Elena Vargas,25-3-2023,17:00,A Coruña,Coliseum,27,Flamenco,Elena Vargas
749,Elena Vargas,10-9-2023,04:00,Madrid,WiZink Center,28,Flamenco,Elena Vargas
750,Elena Vargas,5-12-2023,10:00,Fuengirola,Marenostrum Fuengirola,66,Flamenco,Elena Vargas
751,Elena Vargas,25-12-2023,04:00,Albacete,Estadio Jose Copete,36,Flamenco,Elena Vargas
752,Elena Vargas,23-6-2023,17:00,Leon,Espacio Vias,22,Flamenco,Elena Vargas
753,Elena Vargas,23-9-2023,00:00,Sevilla,Noches de la Maestranza,9,Flamenco,Elena Vargas
754,Elena Vargas,15-9-2023,21:00,Almendralñejo,Campo de Futbol,2,Flamenco,Elena Vargas
755,Elena Vargas,20-7-2023,23:00,Mallorca,Trui Son Fusteret,53,Flamenco,Elena Vargas
756,Elena Vargas,2-10-2023,10:00,Huelva,Estadio Iberoamericano,67,Flamenco,Elena Vargas
757,Elena Vargas,3-5-2023,12:00,Madrid,Plaza de Toros de Las Ventas,30,Flamenco,Elena Vargas
758,Elena Vargas,3-5-2023,01:00,Madrid,Sala Caracol,8,Flamenco,Elena Vargas
759,Elena Vargas,15-12-2023,17:00,Santa Cruz de Tenerife,Recinto Ferial,5,Flamenco,Elena Vargas
760,Elena Vargas,14-9-2023,00:00,Madrid,Plaza de Toros de Las Ventas,69,Flamenco,Elena Vargas
761,Elena Vargas,29-6-2023,23:00,Zaragoza,Estadio la Romareda,5,Flamenco,Elena Vargas
762,Fito y Fitipaldis,21-3-2023,01:00,Valencia,Black Note Club,42,Rock,Fito y Fitipaldis
763,Fito y Fitipaldis,27-3-2023,17:00,Pamplona,Navarra Arena,23,Rock,Fito y Fitipaldis
764,Fito y Fitipaldis,27-5-2023,04:00,Madrid,Sala Caracol,40,Rock,Fito y Fitipaldis
765,Fito y Fitipaldis,8-6-2023,14:00,Aviles,Pabellon de la Magdalena,3,Rock,Fito y Fitipaldis
766,Fito y Fitipaldis,25-12-2023,04:00,Huelva,Estadio Iberoamericano,39,Rock,Fito y Fitipaldis
767,Fito y Fitipaldis,9-12-2023,17:00,Sevilla,Estadio La Cartuja,54,Rock,Fito y Fitipaldis
768,Fito y Fitipaldis,27-11-2023,15:00,Leon,Sala Studio 54,59,Rock,Fito y Fitipaldis
769,Fito y Fitipaldis,9-6-2023,03:00,Valencia,Plaza de Toros,29,Rock,Fito y Fitipaldis
770,Fito y Fitipaldis,14-12-2023,11:00,Pamplona,Navarra Arena,25,Rock,Fito y Fitipaldis
771,Fito y Fitipaldis,18-6-2023,13:00,Leganes,La cubierta de Leganes,33,Rock,Fito y Fitipaldis
772,Fito y Fitipaldis,19-11-2023,14:00,Cadiz,Muelle Ciudad,11,Rock,Fito y Fitipaldis
773,Fito y Fitipaldis,25-8-2023,02:00,Leon,Espacio Vias,48,Rock,Fito y Fitipaldis
774,Fito y Fitipaldis,2-6-2023,16:00,Fuengirola,Marenostrum Fuengirola,5,Rock,Fito y Fitipaldis
775,Fito y Fitipaldis,30-9-2023,20:00,Santa Cruz de Tenerife,Recinto Ferial,54,Rock,Fito y Fitipaldis
776,Fito y Fitipaldis,10-11-2023,04:00,Pamplona,Navarra Arena,43,Rock,Fito y Fitipaldis
777,Fito y Fitipaldis,7-5-2023,02:00,Alicante,Palacio de Toros,41,Rock,Fito y Fitipaldis
778,Fito y Fitipaldis,10-9-2023,03:00,Roquetas de Mar,Plaza de Toros,18,Rock,Fito y Fitipaldis
779,Fito y Fitipaldis,21-5-2023,14:00,Huelva,Estadio Iberoamericano,36,Rock,Fito y Fitipaldis
780,Fito y Fitipaldis,5-8-2023,18:00,Fuengirola,Marenostrum Fuengirola,14,Rock,Fito y Fitipaldis
781,Fito y Fitipaldis,26-9-2023,11:00,Vigo,La Iguana Club,33,Rock,Fito y Fitipaldis
782,Talco,29-6-2023,00:00,Aviles,Pabellon de la Magdalena,12,Rock,Talco
783,Talco,6-12-2023,22:00,Almendralñejo,Campo de Futbol,13,Rock,Talco
784,Talco,4-12-2023,04:00,Pamplona,Navarra Arena,11,Rock,Talco
785,Talco,21-3-2023,23:00,Santiago de Compostela,Sala Capitol,68,Rock,Talco
786,Talco,16-6-2023,01:00,Almendralñejo,Campo de Futbol,67,Rock,Talco
787,Talco,22-4-2023,01:00,Leganes,La cubierta de Leganes,54,Rock,Talco
788,Talco,22-3-2023,01:00,Leon,Sala Studio 54,22,Rock,Talco
789,Talco,14-4-2023,23:00,Fuengirola,Marenostrum Fuengirola,16,Rock,Talco
790,Talco,5-8-2023,04:00,Madrid,Plaza de Toros de Las Ventas,45,Rock,Talco
791,Talco,21-2-2023,22:00,Madrid,WiZink Center,69,Rock,Talco
792,Talco,22-7-2023,19:00,Almendralñejo,Campo de Futbol,32,Rock,Talco
793,Talco,23-3-2023,21:00,Leon,Palacio de Congresos,8,Rock,Talco
794,Talco,17-2-2023,12:00,Las Palmas de Gran Canaria,Gran Canaria Arena,34,Rock,Talco
795,Talco,15-5-2023,14:00,Zaragoza,Estadio la Romareda,56,Rock,Talco
796,Talco,7-3-2023,20:00,Leon,Palacio de Congresos,62,Rock,Talco
797,Talco,26-11-2023,10:00,Mairena del Aljarafe,Centro Hipico,38,Rock,Talco
798,Talco,19-2-2023,01:00,Leganes,La cubierta de Leganes,17,Rock,Talco
799,Talco,3-11-2023,20:00,Huelva,Estadio Iberoamericano,43,Rock,Talco
800,Talco,22-4-2023,19:00,Cadiz,Muelle Ciudad,0,Rock,Talco
801,Talco,4-9-2023,18:00,Fuengirola,Marenostrum Fuengirola,23,Rock,Talco
802,Desakato,16-11-2023,16:00,Barcelona,Palau Sant Jordi,44,Rock,Desakato
803,Desakato,30-9-2023,14:00,A Coruña,Coliseum,68,Rock,Desakato
804,Desakato,7-11-2023,13:00,Madrid,Sala Caracol,39,Rock,Desakato
805,Desakato,11-11-2023,15:00,Madrid,WiZink Center,66,Rock,Desakato
806,Desakato,1-9-2023,03:00,Sevilla,Noches de la Maestranza,29,Rock,Desakato
807,Desakato,5-7-2023,03:00,Bilbao,Bilbao Miribilla,32,Rock,Desakato
808,Desakato,22-9-2023,21:00,Marbella,Auditorio Marbella Arena,54,Rock,Desakato
809,Desakato,21-10-2023,11:00,Zaragoza,Estadio la Romareda,28,Rock,Desakato
810,Desakato,26-2-2023,21:00,Alicante,Palacio de Toros,4,Rock,Desakato
811,Desakato,27-2-2023,18:00,Leon,Palacio de Congresos,52,Rock,Desakato
812,Desakato,16-5-2023,01:00,Madrid,Plaza de Toros de Las Ventas,65,Rock,Desakato
813,Desakato,10-11-2023,20:00,Leganes,La cubierta de Leganes,0,Rock,Desakato
814,Desakato,9-9-2023,00:00,Cadiz,Muelle Ciudad,51,Rock,Desakato
815,Desakato,28-10-2023,17:00,Cadiz,Muelle Ciudad,31,Rock,Desakato
816,Desakato,14-11-2023,21:00,Vigo,La Iguana Club,13,Rock,Desakato
817,Desakato,5-10-2023,17:00,Leganes,La cubierta de Leganes,4,Rock,Desakato
818,Desakato,29-7-2023,18:00,Leon,Palacio de Congresos,67,Rock,Desakato
819,Desakato,2-3-2023,23:00,Murcia,Plaza de Toros,34,Rock,Desakato
820,Desakato,16-4-2023,00:00,Zaragoza,Auditorio de Zaragoza,69,Rock,Desakato
821,Desakato,22-7-2023,17:00,Sotogrande, Santa María Polo Club,10,Rock,Desakato
822,SKA-P,8-3-2023,21:00,Las Palmas de Gran Canaria,Gran Canaria Arena,42,Rock,SKA-P
823,SKA-P,9-11-2023,22:00,Leon,Palacio de Congresos,44,Rock,SKA-P
824,SKA-P,20-4-2023,22:00,Almendralñejo,Campo de Futbol,26,Rock,SKA-P
825,SKA-P,12-11-2023,03:00,Leganes,La cubierta de Leganes,53,Rock,SKA-P
826,SKA-P,21-9-2023,03:00,Mairena del Aljarafe,Centro Hipico,10,Rock,SKA-P
827,SKA-P,29-10-2023,17:00,Valencia,Plaza de Toros,26,Rock,SKA-P
828,SKA-P,11-11-2023,10:00,Sotogrande, Santa María Polo Club,46,Rock,SKA-P
829,SKA-P,15-6-2023,18:00,Madrid,Plaza de Toros de Las Ventas,15,Rock,SKA-P
830,SKA-P,16-10-2023,20:00,Madrid,Plaza de Toros de Las Ventas,60,Rock,SKA-P
831,SKA-P,27-8-2023,16:00,Leon,Palacio de Congresos,49,Rock,SKA-P
832,SKA-P,1-9-2023,14:00,A Coruña,Coliseum,3,Rock,SKA-P
833,SKA-P,11-2-2023,17:00,Ponferrada,Auditorio de Ponferrada,63,Rock,SKA-P
834,SKA-P,23-10-2023,11:00,Sevilla,Estadio La Cartuja,48,Rock,SKA-P
835,SKA-P,24-7-2023,04:00,A Coruña,Coliseum,13,Rock,SKA-P
836,SKA-P,10-12-2023,01:00,Alicante,Palacio de Toros,20,Rock,SKA-P
837,SKA-P,28-2-2023,22:00,Leganes,La cubierta de Leganes,35,Rock,SKA-P
838,SKA-P,28-3-2023,16:00,Vigo,La Iguana Club,36,Rock,SKA-P
839,SKA-P,5-2-2023,03:00,Madrid,Sala Caracol,25,Rock,SKA-P
840,SKA-P,22-10-2023,01:00,Valencia,Plaza de Toros,67,Rock,SKA-P
841,SKA-P,29-6-2023,03:00,Leon,Plaza de Toros,26,Rock,SKA-P
842,Boikot,1-3-2023,04:00,Madrid,Civitas Metropolitano,69,Rock,Boikot
843,Boikot,13-3-2023,02:00,Pontevdra,Sala Karma,45,Rock,Boikot
844,Boikot,7-8-2023,01:00,Madrid,WiZink Center,67,Rock,Boikot
845,Boikot,3-7-2023,03:00,Leganes,La cubierta de Leganes,51,Rock,Boikot
846,Boikot,22-3-2023,16:00,Leganes,La cubierta de Leganes,64,Rock,Boikot
847,Boikot,24-6-2023,14:00,Bilbao,Bilbao Miribilla,60,Rock,Boikot
848,Boikot,7-3-2023,22:00,Leon,Palacio de Congresos,44,Rock,Boikot
849,Boikot,16-7-2023,10:00,Cadiz,Muelle Ciudad,68,Rock,Boikot
850,Boikot,11-9-2023,15:00,Burgos,Coliseum Burgos,49,Rock,Boikot
851,Boikot,22-5-2023,10:00,Santiago de Compostela,Sala Capitol,57,Rock,Boikot
852,Boikot,31-5-2023,18:00,Leon,Espacio Vias,58,Rock,Boikot
853,Boikot,22-6-2023,01:00,Albacete,Estadio Jose Copete,40,Rock,Boikot
854,Boikot,10-10-2023,19:00,Burgos,Coliseum Burgos,25,Rock,Boikot
855,Boikot,2-8-2023,12:00,Santa Cruz de Tenerife,Recinto Ferial,21,Rock,Boikot
856,Boikot,8-9-2023,16:00,Barcelona,Palau Sant Jordi,69,Rock,Boikot
857,Boikot,5-11-2023,02:00,Mallorca,Trui Son Fusteret,7,Rock,Boikot
858,Boikot,9-7-2023,01:00,Roquetas de Mar,Plaza de Toros,10,Rock,Boikot
859,Boikot,15-11-2023,16:00,Leon,Espacio Vias,21,Rock,Boikot
860,Boikot,19-10-2023,10:00,Vigo,La Iguana Club,28,Rock,Boikot
861,Boikot,8-4-2023,21:00,Almendralñejo,Campo de Futbol,54,Rock,Boikot
862,Celtas Cortos,22-11-2023,16:00,Madrid,WiZink Center,28,Rock,Celtas Cortos
863,Celtas Cortos,23-2-2023,20:00,Valencia,Black Note Club,65,Rock,Celtas Cortos
864,Celtas Cortos,2-3-2023,18:00,Santa Cruz de Tenerife,Recinto Ferial,65,Rock,Celtas Cortos
865,Celtas Cortos,27-5-2023,14:00,Mallorca,Trui Son Fusteret,47,Rock,Celtas Cortos
866,Celtas Cortos,9-4-2023,18:00,Santa Cruz de Tenerife,Recinto Ferial,59,Rock,Celtas Cortos
867,Celtas Cortos,8-7-2023,19:00,Zaragoza,Estadio la Romareda,2,Rock,Celtas Cortos
868,Celtas Cortos,16-3-2023,19:00,Leon,Sala Studio 54,18,Rock,Celtas Cortos
869,Celtas Cortos,10-11-2023,23:00,Pontevdra,Sala Karma,10,Rock,Celtas Cortos
870,Celtas Cortos,24-2-2023,13:00,Sevilla,Noches de la Maestranza,57,Rock,Celtas Cortos
871,Celtas Cortos,26-10-2023,10:00,Pontevdra,Sala Karma,59,Rock,Celtas Cortos
872,Celtas Cortos,4-9-2023,19:00,Madrid,Civitas Metropolitano,62,Rock,Celtas Cortos
873,Celtas Cortos,27-2-2023,01:00,Cadiz,Muelle Ciudad,48,Rock,Celtas Cortos
874,Celtas Cortos,11-2-2023,18:00,Pamplona,Navarra Arena,16,Rock,Celtas Cortos
875,Celtas Cortos,29-11-2023,04:00,Roquetas de Mar,Plaza de Toros,34,Rock,Celtas Cortos
876,Celtas Cortos,24-3-2023,20:00,Bilbao,Bilbao Miribilla,60,Rock,Celtas Cortos
877,Celtas Cortos,15-6-2023,10:00,Leon,Palacio de Congresos,42,Rock,Celtas Cortos
878,Celtas Cortos,24-12-2023,10:00,Valencia,Black Note Club,51,Rock,Celtas Cortos
879,Celtas Cortos,13-6-2023,03:00,Valencia,Plaza de Toros,10,Rock,Celtas Cortos
880,Celtas Cortos,26-11-2023,03:00,Ponferrada,Auditorio de Ponferrada,54,Rock,Celtas Cortos
881,Celtas Cortos,15-7-2023,18:00,Leon,Espacio Vias,30,Rock,Celtas Cortos
882,Tanxugueiras,26-10-2023,12:00,Almendralñejo,Campo de Futbol,66,Rock,Tanxugueiras
883,Tanxugueiras,16-7-2023,14:00,A Coruña,Coliseum,61,Rock,Tanxugueiras
884,Tanxugueiras,9-2-2023,21:00,Sevilla,Estadio La Cartuja,52,Rock,Tanxugueiras
885,Tanxugueiras,12-9-2023,00:00,Bilbao,Bilbao Miribilla,23,Rock,Tanxugueiras
886,Tanxugueiras,21-6-2023,11:00,Sotogrande, Santa María Polo Club,48,Rock,Tanxugueiras
887,Tanxugueiras,28-6-2023,13:00,Pamplona,Navarra Arena,41,Rock,Tanxugueiras
888,Tanxugueiras,18-3-2023,22:00,Mairena del Aljarafe,Centro Hipico,6,Rock,Tanxugueiras
889,Tanxugueiras,18-3-2023,02:00,Leon,Plaza de Toros,58,Rock,Tanxugueiras
890,Tanxugueiras,13-2-2023,18:00,Zaragoza,Estadio la Romareda,63,Rock,Tanxugueiras
891,Tanxugueiras,20-8-2023,19:00,Leon,Palacio de Congresos,23,Rock,Tanxugueiras
892,Tanxugueiras,1-2-2023,18:00,Almendralñejo,Campo de Futbol,8,Rock,Tanxugueiras
893,Tanxugueiras,16-6-2023,00:00,Almendralñejo,Campo de Futbol,64,Rock,Tanxugueiras
894,Tanxugueiras,21-8-2023,10:00,Zaragoza,Estadio la Romareda,10,Rock,Tanxugueiras
895,Tanxugueiras,25-7-2023,03:00,Marbella,Auditorio Marbella Arena,33,Rock,Tanxugueiras
896,Tanxugueiras,10-5-2023,19:00,Ponferrada,Auditorio de Ponferrada,40,Rock,Tanxugueiras
897,Tanxugueiras,9-10-2023,10:00,Madrid,Sala Caracol,52,Rock,Tanxugueiras
898,Tanxugueiras,3-2-2023,21:00,Bilbao,Bilbao Miribilla,67,Rock,Tanxugueiras
899,Tanxugueiras,10-2-2023,18:00,Ponferrada,Auditorio de Ponferrada,14,Rock,Tanxugueiras
900,Tanxugueiras,2-10-2023,10:00,Aviles,Pabellon de la Magdalena,40,Rock,Tanxugueiras
901,Tanxugueiras,8-4-2023,11:00,Valencia,Plaza de Toros,11,Rock,Tanxugueiras
902,Los de Marras,9-9-2023,19:00,Barcelona,Palau Sant Jordi,23,Rock,Los de Marras
903,Los de Marras,3-11-2023,18:00,Roquetas de Mar,Plaza de Toros,48,Rock,Los de Marras
904,Los de Marras,24-8-2023,11:00,Valencia,Black Note Club,11,Rock,Los de Marras
905,Los de Marras,16-10-2023,23:00,Sotogrande, Santa María Polo Club,61,Rock,Los de Marras
906,Los de Marras,4-4-2023,14:00,Madrid,WiZink Center,32,Rock,Los de Marras
907,Los de Marras,27-8-2023,14:00,Santiago de Compostela,Sala Capitol,35,Rock,Los de Marras
908,Los de Marras,1-11-2023,17:00,Roquetas de Mar,Plaza de Toros,51,Rock,Los de Marras
909,Los de Marras,17-6-2023,02:00,Alicante,Palacio de Toros,60,Rock,Los de Marras
910,Los de Marras,8-3-2023,21:00,Madrid,Sala Caracol,28,Rock,Los de Marras
911,Los de Marras,4-8-2023,00:00,Madrid,WiZink Center,13,Rock,Los de Marras
912,Los de Marras,3-4-2023,19:00,Pamplona,Navarra Arena,28,Rock,Los de Marras
913,Los de Marras,30-6-2023,17:00,Leon,Sala Studio 54,7,Rock,Los de Marras
914,Los de Marras,13-7-2023,12:00,Sevilla,Noches de la Maestranza,65,Rock,Los de Marras
915,Los de Marras,25-6-2023,18:00,Mallorca,Trui Son Fusteret,37,Rock,Los de Marras
916,Los de Marras,30-6-2023,16:00,Burgos,Coliseum Burgos,17,Rock,Los de Marras
917,Los de Marras,12-5-2023,17:00,Pamplona,Navarra Arena,65,Rock,Los de Marras
918,Los de Marras,4-6-2023,04:00,Sotogrande, Santa María Polo Club,45,Rock,Los de Marras
919,Los de Marras,6-8-2023,04:00,Almendralñejo,Campo de Futbol,59,Rock,Los de Marras
920,Los de Marras,17-2-2023,01:00,Leon,Palacio de Congresos,41,Rock,Los de Marras
921,Los de Marras,19-3-2023,17:00,Madrid,WiZink Center,66,Rock,Los de Marras
922,La Fuga,3-5-2023,15:00,Burgos,Coliseum Burgos,69,Rock,La Fuga
923,La Fuga,12-6-2023,10:00,Leon,Espacio Vias,18,Rock,La Fuga
924,La Fuga,5-8-2023,10:00,Albacete,Estadio Jose Copete,67,Rock,La Fuga
925,La Fuga,18-9-2023,19:00,Mairena del Aljarafe,Centro Hipico,11,Rock,La Fuga
926,La Fuga,3-7-2023,04:00,Madrid,Sala Caracol,6,Rock,La Fuga
927,La Fuga,9-8-2023,12:00,Malaga,Palacio de Deportes Martín Carpena,5,Rock,La Fuga
928,La Fuga,16-6-2023,04:00,Las Palmas de Gran Canaria,Gran Canaria Arena,19,Rock,La Fuga
929,La Fuga,24-12-2023,19:00,Almendralñejo,Campo de Futbol,56,Rock,La Fuga
930,La Fuga,22-7-2023,20:00,Murcia,Plaza de Toros,57,Rock,La Fuga
931,La Fuga,12-10-2023,21:00,Zaragoza,Auditorio de Zaragoza,39,Rock,La Fuga
932,La Fuga,3-3-2023,16:00,Sevilla,Noches de la Maestranza,63,Rock,La Fuga
933,La Fuga,14-12-2023,22:00,Ponferrada,Auditorio de Ponferrada,52,Rock,La Fuga
934,La Fuga,26-12-2023,04:00,Fuengirola,Marenostrum Fuengirola,67,Rock,La Fuga
935,La Fuga,23-5-2023,17:00,Mallorca,Trui Son Fusteret,36,Rock,La Fuga
936,La Fuga,27-10-2023,21:00,Pamplona,Navarra Arena,50,Rock,La Fuga
937,La Fuga,10-10-2023,03:00,Pontevdra,Sala Karma,12,Rock,La Fuga
